State,District,University Type,University Name,College Name,College Type,Address,Website,Management,"Year of Establishment
",Specialised in,Location,,Upload Year,The Institute Added In Survey Year
Karnataka,Bagalkot,State Public University ,"Karnataka State Women University, Bijapur (Id: U-0229)",GOVERNMENT FIRST GRADE WOMENS COLLEGE YADAHALLI (Id: C-62532),Affiliated College,"GOVERNMENT FIRST GRADE WOMENS COLLEGE YADAHALLI, Shri S B Horatti  karanataka Public School Campus, Yadahalli, Mudhol",https://gfgc.kar.nic.in/yadahalli-women,State Government,2019,No,Rural,,2020,2019
Karnataka,Bagalkot,State Public University ,"Karnataka State Women University, Bijapur (Id: U-0229)",Govt. First Grade Degree College for Women  Jamakhandi-582 110 (Id: C-8665),Affiliated College,"Govt. First Grade College for Women and PG Centre, JAMKHANDI, JAMKHANDI",https://gfgc.kar.nic.in/jamkhandi,State Government,1993,No,Urban,,2020,2010
Karnataka,Bagalkot,State Public University ,"Karnataka State Women University, Bijapur (Id: U-0229)",MAA-BHARATI WOMENS FIRST GRADE COLLEGE RABAKAVI (Id: C-56641),Affiliated College,"RABAKAVI, RABAKAVI, MAIN ROAD RABAKAVI",,Private Un-Aided,2016,Arts,Urban,,2020,2016
Karnataka,Bagalkot,State Public University ,"Karnataka State Women University, Bijapur (Id: U-0229)",Shri Jagadguru Gurusiddeshwara Vidyavardhak & Sanskritika samsthe's college of Education for women Guledgudd 587203 (Id: C-8706),Affiliated College,"Near Badami Naka, Shri Jagadguru Gurusiddeshwar Women's B.Ed College. Guledgudd, Guledgudd",www.sjgbedgld.org,Private Un-Aided,2007,No,Urban,,2020,2010
Karnataka,Bagalkot,State Public University ,"Karnataka State Women University, Bijapur (Id: U-0229)","Sri Hucheshwar Vidyavardhak Sanghas, Education College for Women, Kamatgi (Id: C-8631)",Affiliated College,"SHVV Sanga's Smt Yoginidevi R Patil Grameen Mahila Sikshana Mahavidyalay (B.Ed college), At Po Kamatgi Tq Hunagund Di Bagalkot, Kamatgi",http://hucheshwarbedcollegeforwomenwetpaint.com,Private Un-Aided,2007,No,Rural,,2020,2010
Karnataka,Bagalkot,State Public University ,"Karnataka State Women University, Bijapur (Id: U-0229)","Sri. Vijay Mahantesh Arts & Commerce College for Women, Ilkal-587 125 (Id: C-8683)",Affiliated College,"S.V.M ARTS AND COMMRCE COLLEGE FOR WOMEN, ILKAL-587125, S.V.M ARTS AND COMMRCE COLLEGE FOR WOMEN, ILKAL-587125, ILKAL",www.svmwcilkal.com,Private Un-Aided,1989,No,Urban,,2020,2010
Karnataka,Bagalkot,State Public University ,"Rajiv Gandhi University of Health Sciences, Bangalore (Id: U-0240)",BES BAGALKOT COLLEGE OF NURSINGBAGALKOT (Id: C-64773),Affiliated College,,,,,,,,NO,2020
Karnataka,Bagalkot,State Public University ,"Rajiv Gandhi University of Health Sciences, Bangalore (Id: U-0240)",Bhagawan Mahaveer Ayurvedic Medical College (Id: C-40428),Affiliated College,"Main Road, Gajendragad-582114 Dist:Gadag, Main Road, Gajendragad-582114 Dist: Gadag, Gajendragad-582114",www.bmjamc.org,Private Un-Aided,1992,Medical-Ayurveda,Urban,,2020,2010
Karnataka,Bagalkot,State Public University ,"Rajiv Gandhi University of Health Sciences, Bangalore (Id: U-0240)",BLDEAS  COLLEGE OF NURSING JAMKHANDI (Id: C-67499),Affiliated College,,,,,,,,NO,2021
Karnataka,Bagalkot,State Public University ,"Rajiv Gandhi University of Health Sciences, Bangalore (Id: U-0240)",BVV Sangha’s Ayurvedic Medical College (Id: C-40167),Affiliated College,"Ayurved Medical College,Bus Stand Road, Bagalkot-587 101, Bagalkot",www.bvvsayurved.ac.in,Private Un-Aided,1998,Medical-Ayurveda,Urban,,2020,2010
Karnataka,Bagalkot,State Public University ,"Rajiv Gandhi University of Health Sciences, Bangalore (Id: U-0240)",BVV SANGHAS COLLEGE OF PHYSIOTHERAPY BAGALKOT (Id: C-61874),Affiliated College,"S N Medical College Campus, Navanagar, Bagalkot",,Private Un-Aided,2019,Physiotherapy,Urban,,2020,2019
Karnataka,Bagalkot,State Public University ,"Rajiv Gandhi University of Health Sciences, Bangalore (Id: U-0240)",BVV Sangha’s S. Nijalingappa Medical College (Id: C-40338),Affiliated College,"S. Nijalingappa Medical College & HSK Hospital & Research Centre,., Navanagar, Bagalkot.",www.snmcbgk.in,Private Un-Aided,2002,Medical-Allopathy,Urban,,2020,2010
Karnataka,Bagalkot,State Public University ,"Rajiv Gandhi University of Health Sciences, Bangalore (Id: U-0240)",B V V Sangh's College of Pharmacy (Id: C-40597),Affiliated College,"BVVS campus, Belgaum- Raichur road, Bagalkot, , Bagalkot",https://bvvs-hskcop.ac.in/,Private Un-Aided,1992,Pharmacy,Urban,,2020,2010
Karnataka,Bagalkot,State Public University ,"Rajiv Gandhi University of Health Sciences, Bangalore (Id: U-0240)",BVVS HOMOEOPATHIC MEDICAL COLLEGE  HOSPITAL (Id: C-62050),Affiliated College,"B.V.V.SANGHA'S BVVS HOMOEOPATHIC MEDICAL COLLEGE AND HOSPITAL, BVVS OLD CAMPUS, OLD BELGAVI - RAICHUR ROAD, BAGALKOT",www.hmcbgk.ac.in,Private Un-Aided,2019,Medical-Homeopathy,Urban,,2020,2019
Karnataka,Bagalkot,State Public University ,"Rajiv Gandhi University of Health Sciences, Bangalore (Id: U-0240)",BVVS SHARADAMBE INSTITUTE OF NURSING SCIENCES VIDYAGIRI BAGALKOTE (Id: C-67409),Affiliated College,,,,,,,,NO,2021
